production_volume,production_cost,supplier_quality,delivery_delay,defect_rate,quality_score,maintenance_hours,downtime_percentage,downtime_pct_corrected,inventory_turnover,stockout_rate,worker_productivity,safety_incidents,energy_consumption,energy_efficiency,additive_process_time,additive_material_cost,defect_status,high_defect_flag,low_quality_flag,downtime_category,production_volume_category,energy_efficiency_category,stockout_category
314,"$15,992.02",85.70%,0,0.91,82.75%,3,417.92%,4.179%,3.55,5.03%,97.903%,6,2449.984,0.3951,3.85,$159.56,0,0,0,High,Medium,High,Medium
576,"$11,735.58",89.66%,5,4.47,95.13%,2,417.96%,4.180%,8.87,0.43%,98.215%,8,4376.129,0.3448,9.63,$395.08,1,1,0,High,Low,Medium,Low
893,"$5,456.96",89.83%,4,1.35,95.87%,4,417.97%,4.180%,4.01,7.06%,91.903%,8,3156.738,0.1486,3.55,$321.52,1,0,0,High,Medium,Low,High
672,"$8,895.06",98.65%,1,1.12,61.77%,9,418.32%,4.183%,2.02,1.54%,92.562%,5,1293.881,0.2521,8.47,$158.68,1,0,1,High,High,Medium,Low
261,"$11,318.72",81.28%,4,2.11,72.39%,1,418.53%,4.185%,8.50,7.91%,88.875%,8,2035.348,0.2080,8.63,$135.85,1,0,1,High,Medium,Low,High
311,"$5,777.54",81.72%,4,1.55,89.58%,20,418.59%,4.186%,9.42,3.92%,92.309%,3,3182.300,0.3077,7.53,$116.57,1,0,0,High,Low,Medium,Medium
214,"$8,160.57",85.06%,2,3.38,63.53%,0,418.60%,4.186%,5.62,7.34%,97.628%,2,4160.803,0.3597,3.99,$498.54,1,1,1,High,Low,Medium,High
206,"$15,458.14",92.86%,0,0.61,78.73%,2,418.75%,4.188%,5.70,8.07%,99.990%,2,2363.288,0.4788,5.20,$120.47,0,0,1,High,Low,High,High
358,"$16,747.98",98.94%,5,1.77,78.57%,19,419.00%,4.190%,9.61,3.70%,94.289%,0,3259.671,0.4365,9.83,$342.02,1,0,1,High,Low,High,Medium
994,"$5,871.38",93.33%,5,2.29,79.28%,0,419.15%,4.191%,4.75,6.30%,90.925%,0,1574.341,0.3877,2.00,$182.65,1,0,1,High,Low,High,High
347,"$12,693.12",97.88%,1,4.86,72.96%,22,419.27%,4.193%,8.44,4.42%,91.903%,9,3510.746,0.1892,1.43,$138.34,1,1,1,High,High,Low,Medium
349,"$14,204.57",87.35%,0,1.01,80.27%,10,419.29%,4.193%,4.27,9.52%,95.260%,8,3919.371,0.3165,7.77,$453.01,0,0,0,High,Low,Medium,High
765,"$17,036.03",96.77%,5,0.67,75.82%,13,419.62%,4.196%,9.72,4.01%,84.346%,3,3839.706,0.4022,1.77,$329.16,1,0,1,High,Low,High,Medium
388,"$13,540.66",85.05%,3,4.26,99.57%,7,419.80%,4.198%,5.06,6.77%,90.370%,3,4992.608,0.3433,9.65,$490.78,1,1,0,High,High,Medium,High
726,"$15,446.45",80.20%,3,4.01,88.41%,8,420.03%,4.200%,5.12,3.26%,99.402%,3,2231.320,0.3476,9.83,$484.10,1,1,0,High,Low,Medium,Medium
462,"$18,725.91",95.49%,1,4.01,64.48%,16,420.15%,4.202%,4.79,4.35%,85.188%,8,1361.490,0.2316,1.84,$307.46,1,1,1,High,High,Medium,Medium
945,"$5,180.05",90.17%,2,4.80,87.87%,17,420.32%,4.203%,5.32,2.16%,85.445%,7,3621.773,0.2756,8.35,$400.58,0,1,0,High,Medium,Medium,Low
605,"$8,628.98",87.23%,4,3.73,89.85%,8,420.42%,4.204%,5.76,6.27%,91.510%,8,4660.683,0.4778,6.07,$158.93,1,1,0,High,High,High,High
513,"$6,470.12",98.02%,2,2.33,67.83%,18,420.85%,4.208%,9.02,2.56%,95.252%,6,1682.387,0.3447,1.92,$215.88,1,0,1,High,Medium,Medium,Low
720,"$14,934.71",87.74%,4,2.83,61.05%,20,421.12%,4.211%,2.65,3.77%,87.919%,7,1530.270,0.4977,1.64,$485.25,1,0,1,High,Medium,High,Medium
763,"$7,548.22",81.57%,5,0.52,78.31%,0,421.25%,4.212%,3.49,0.74%,93.039%,5,3194.551,0.3609,6.31,$423.96,0,0,1,High,High,Medium,Low
757,"$17,880.47",83.93%,4,3.30,93.43%,13,421.36%,4.214%,5.06,4.55%,83.097%,5,1738.574,0.1870,3.63,$229.52,1,1,0,High,High,Low,Medium
490,"$19,116.81",91.05%,5,3.91,61.07%,23,421.56%,4.216%,3.20,8.15%,91.590%,9,3426.564,0.3444,4.55,$236.98,1,1,1,High,High,Medium,High
400,"$6,152.05",91.85%,3,2.41,64.68%,20,421.75%,4.218%,8.63,3.10%,89.224%,6,3228.303,0.2531,1.98,$487.52,1,0,1,High,Medium,Medium,Medium
715,"$9,616.94",94.43%,3,3.91,76.01%,5,421.93%,4.219%,6.94,9.01%,95.109%,0,3203.452,0.1737,3.13,$164.57,1,1,1,High,Medium,Low,High
111,"$19,741.09",89.51%,2,2.10,87.36%,9,422.07%,4.221%,4.53,0.84%,90.962%,8,2207.889,0.1077,4.76,$291.39,0,0,0,High,High,Low,Low
843,"$17,179.19",80.90%,4,2.91,90.34%,19,422.30%,4.223%,7.41,0.98%,93.589%,9,1567.164,0.2006,3.35,$195.15,1,0,0,High,Low,Low,Low
949,"$13,724.33",98.12%,2,1.00,78.35%,12,422.57%,4.226%,7.17,2.58%,88.751%,6,2214.663,0.3455,1.70,$436.48,1,0,1,High,High,Medium,Low
841,"$6,848.71",92.90%,3,2.43,98.69%,22,422.66%,4.227%,4.29,4.26%,95.267%,6,3117.405,0.3814,1.02,$398.88,1,0,0,High,High,High,Medium
921,"$9,536.29",97.01%,5,2.79,69.52%,22,422.68%,4.227%,2.06,4.60%,85.705%,2,2083.913,0.1931,4.74,$152.25,1,0,1,High,High,Low,Medium
297,"$9,901.14",90.30%,3,2.89,72.14%,22,422.90%,4.229%,9.47,2.99%,99.348%,0,1136.385,0.2556,1.36,$405.48,1,0,1,High,High,Medium,Low
360,"$17,560.51",93.23%,2,1.73,84.98%,19,423.17%,4.232%,9.19,8.65%,89.646%,7,4419.883,0.1589,6.01,$476.79,1,0,0,High,Low,Low,High
332,"$10,221.43",95.80%,0,2.53,95.41%,8,423.40%,4.234%,8.05,2.71%,94.170%,8,4270.031,0.4364,8.88,$461.62,0,0,0,High,Low,High,Low
238,"$5,135.81",99.60%,5,0.54,62.70%,7,423.48%,4.235%,7.08,6.16%,85.826%,1,2008.076,0.1097,4.62,$313.36,1,0,1,High,Low,Low,High
819,"$16,370.61",88.63%,2,1.57,63.29%,6,423.53%,4.235%,9.38,5.65%,81.829%,5,2180.948,0.3152,4.85,$305.82,1,0,1,High,Low,Medium,Medium
340,"$12,771.16",80.62%,4,2.77,63.73%,7,423.62%,4.236%,3.60,8.09%,80.605%,2,4707.688,0.1594,8.05,$416.25,1,0,1,High,High,Low,High
824,"$12,177.37",94.16%,3,3.13,61.86%,15,423.63%,4.236%,6.10,5.67%,95.587%,5,3070.619,0.4228,7.05,$488.29,1,1,1,High,Low,High,Medium
565,"$11,662.75",84.57%,5,4.63,94.85%,18,423.66%,4.237%,3.69,5.71%,89.015%,3,1268.757,0.4683,1.78,$391.35,1,1,0,High,High,High,Medium
899,"$17,870.35",97.97%,5,1.95,62.71%,10,423.78%,4.238%,7.72,0.39%,86.776%,5,1284.818,0.3735,3.26,$261.36,1,0,1,High,Medium,High,Low
984,"$17,059.38",89.49%,4,1.98,88.63%,19,423.90%,4.239%,2.41,4.33%,92.248%,7,3847.097,0.4266,1.49,$468.52,1,0,0,High,High,High,Medium
122,"$5,591.89",82.07%,2,3.99,95.00%,2,423.93%,4.239%,7.18,3.25%,96.591%,5,3017.257,0.3624,1.07,$268.93,1,1,0,High,High,Medium,Medium
555,"$10,757.49",94.35%,0,4.27,91.95%,11,424.11%,4.241%,7.45,0.47%,91.180%,3,1124.378,0.2903,2.97,$420.13,1,1,0,High,Low,Medium,Low
109,"$7,014.12",83.14%,5,3.53,82.12%,3,424.67%,4.247%,3.37,2.46%,99.149%,8,4765.758,0.4531,9.31,$239.15,1,1,0,High,Medium,High,Low
693,"$6,924.89",82.01%,1,2.82,97.85%,7,424.71%,4.247%,8.70,9.22%,96.630%,8,2536.193,0.1189,2.19,$158.52,0,0,0,High,Low,Low,High
125,"$15,517.09",81.63%,3,0.69,90.76%,13,424.71%,4.247%,5.63,8.91%,96.611%,0,4005.219,0.3881,3.12,$142.61,1,0,0,High,Medium,High,High
180,"$16,773.45",82.67%,3,1.43,65.24%,9,424.81%,4.248%,7.18,6.85%,83.708%,2,3109.874,0.4698,8.49,$461.37,1,0,1,High,Low,High,High
106,"$5,000.46",80.49%,0,0.51,93.64%,0,424.85%,4.249%,2.90,1.14%,94.097%,2,1354.097,0.4984,9.28,$233.74,0,0,0,High,Low,High,Low
405,"$9,237.18",94.45%,2,3.07,97.05%,16,424.86%,4.249%,7.19,0.90%,88.017%,1,1314.920,0.3454,3.97,$328.57,1,1,0,High,Low,Medium,Low
893,"$14,359.98",85.71%,4,0.96,87.18%,9,425.05%,4.251%,9.21,2.11%,82.961%,8,1772.139,0.3328,8.18,$391.64,1,0,0,High,Medium,Medium,Low
387,"$9,728.59",88.32%,2,4.74,82.88%,5,425.08%,4.251%,8.14,6.08%,88.913%,3,4794.429,0.2846,9.43,$436.13,1,1,0,High,High,Medium,High
789,"$12,669.13",93.54%,4,1.31,61.26%,1,425.15%,4.252%,9.75,9.30%,86.616%,3,4606.440,0.3214,1.78,$223.92,1,0,1,High,Low,Medium,High
653,"$8,764.50",86.86%,0,1.25,63.74%,15,425.18%,4.252%,5.70,3.28%,90.639%,7,3874.836,0.4498,10.00,$357.59,1,0,1,High,High,High,Medium
675,"$13,799.36",99.78%,5,2.42,97.46%,15,426.07%,4.261%,2.32,4.24%,95.270%,1,4265.619,0.4983,1.90,$355.88,1,0,0,High,Medium,High,Medium
740,"$14,797.44",88.89%,3,4.50,71.26%,14,426.47%,4.265%,6.74,7.12%,88.837%,3,3318.829,0.2643,6.89,$164.43,1,1,1,High,Medium,Medium,High
315,"$16,016.66",87.01%,5,3.26,60.91%,13,426.70%,4.267%,2.42,1.95%,94.135%,0,3886.126,0.3447,6.96,$376.97,1,1,1,High,High,Medium,Low
671,"$14,996.95",94.85%,1,4.84,94.81%,13,426.77%,4.268%,8.40,7.79%,96.952%,8,1165.374,0.4344,9.23,$295.91,1,1,0,High,Low,High,High
540,"$7,405.48",96.82%,2,3.31,60.34%,21,426.97%,4.270%,8.93,8.89%,88.901%,1,4099.953,0.3916,6.38,$113.23,1,1,1,High,Medium,High,High
763,"$10,232.31",85.30%,3,0.70,98.85%,20,427.11%,4.271%,4.83,2.46%,85.340%,3,4141.565,0.2451,7.99,$215.49,1,0,0,High,Medium,Medium,Low
266,"$14,293.84",86.52%,3,1.95,69.66%,21,427.51%,4.275%,4.49,7.32%,83.897%,2,3762.445,0.3464,3.19,$298.68,1,0,1,High,High,Medium,High
376,"$12,315.01",97.35%,0,1.36,95.05%,21,427.53%,4.275%,8.93,7.57%,89.614%,9,1319.811,0.1255,5.97,$291.02,1,0,0,High,Low,Low,High
346,"$12,067.52",92.97%,3,2.18,67.67%,17,427.86%,4.279%,8.55,0.32%,99.214%,4,2735.690,0.3894,2.47,$165.28,1,0,1,High,Low,High,Low
730,"$17,979.44",96.86%,2,2.17,60.31%,12,427.91%,4.279%,5.21,0.74%,87.514%,0,3983.666,0.4027,9.09,$104.15,1,0,1,High,Low,High,Low
750,"$10,100.07",88.23%,4,2.50,74.52%,14,427.95%,4.280%,2.33,4.16%,91.692%,9,3877.660,0.1097,8.10,$243.53,0,0,1,High,High,Low,Medium
990,"$11,641.97",94.05%,5,3.08,93.70%,1,428.13%,4.281%,2.69,2.91%,95.697%,2,1128.391,0.2248,2.57,$213.42,1,1,0,High,High,Low,Low
294,"$14,945.71",80.65%,1,3.56,60.68%,14,428.21%,4.282%,6.77,8.87%,89.793%,1,4926.168,0.3392,9.54,$353.58,1,1,1,High,High,Medium,High
941,"$7,028.26",87.11%,3,1.27,86.18%,15,428.31%,4.283%,5.77,9.19%,84.058%,4,3641.680,0.2431,3.28,$362.17,1,0,0,High,Low,Medium,High
113,"$10,809.12",82.60%,3,2.48,79.05%,11,428.70%,4.287%,2.83,2.81%,85.617%,3,1701.524,0.2807,1.92,$437.88,1,0,1,High,High,Medium,Low
111,"$17,294.37",84.69%,2,3.63,72.57%,9,428.74%,4.287%,5.46,2.12%,94.429%,0,3339.542,0.1015,8.12,$426.41,1,1,1,High,Low,Low,Low
631,"$7,398.20",80.30%,5,1.57,91.58%,5,428.82%,4.288%,4.41,6.28%,81.396%,3,1721.900,0.1857,9.23,$467.06,0,0,0,High,Low,Low,High
157,"$13,926.98",86.62%,5,4.10,79.39%,1,428.98%,4.290%,2.07,3.62%,82.604%,4,3075.917,0.2797,2.48,$232.32,1,1,1,High,Medium,Medium,Medium
904,"$18,497.50",90.99%,0,2.64,66.93%,10,429.04%,4.290%,9.95,4.97%,81.482%,5,1894.401,0.2792,6.23,$248.11,1,0,1,High,Low,Medium,Medium
256,"$8,513.05",98.49%,5,3.61,70.77%,8,429.06%,4.291%,6.03,6.23%,85.091%,3,2130.558,0.4683,7.57,$238.55,1,1,1,High,High,High,High
161,"$13,941.23",90.67%,5,3.41,62.22%,2,429.09%,4.291%,2.42,5.04%,94.168%,5,3932.283,0.2931,4.03,$130.95,1,1,1,High,Low,Medium,Medium
519,"$16,107.14",92.54%,1,4.74,73.61%,20,429.12%,4.291%,9.61,3.90%,96.467%,1,3540.984,0.3304,6.98,$423.74,1,1,1,High,Low,Medium,Medium
930,"$15,714.90",95.65%,1,4.04,94.47%,14,429.17%,4.292%,9.56,6.99%,85.659%,2,3273.360,0.1811,7.21,$470.25,1,1,0,High,Medium,Low,High
379,"$10,082.91",89.35%,1,2.68,90.67%,14,429.23%,4.292%,6.51,1.39%,97.146%,3,2538.776,0.3291,9.38,$373.59,1,0,0,High,High,Medium,Low
947,"$12,837.65",95.66%,2,2.73,93.12%,23,429.58%,4.296%,8.72,7.42%,81.777%,0,2055.043,0.3143,1.18,$161.45,1,0,0,High,Low,Medium,High
423,"$9,730.46",87.15%,3,4.86,60.26%,21,429.88%,4.299%,9.84,6.48%,91.405%,3,4375.186,0.3288,4.47,$219.07,1,1,1,High,High,Medium,High
185,"$7,619.71",89.79%,0,3.32,78.91%,7,430.57%,4.306%,5.35,9.93%,86.043%,5,2127.221,0.4518,5.53,$296.71,1,1,1,High,Medium,High,High
194,"$16,747.42",97.10%,0,4.89,94.06%,3,430.66%,4.307%,9.49,7.12%,82.037%,2,1342.084,0.3362,8.74,$258.63,1,1,0,High,Low,Medium,High
332,"$19,752.82",93.86%,4,2.45,70.17%,18,430.75%,4.307%,2.31,5.46%,80.533%,4,3514.796,0.1409,1.09,$450.96,1,0,1,High,Low,Low,Medium
624,"$15,110.30",94.40%,5,1.15,81.76%,12,430.75%,4.307%,7.67,9.52%,95.184%,0,1465.928,0.2359,1.80,$430.82,1,0,0,High,Low,Medium,High
854,"$5,385.34",84.21%,0,1.48,94.11%,0,430.76%,4.308%,2.08,6.19%,94.745%,4,1377.318,0.4418,3.31,$329.69,1,0,0,High,Medium,High,High
765,"$17,584.96",83.07%,5,2.30,61.37%,15,430.82%,4.308%,9.99,3.69%,86.131%,1,1508.104,0.3892,6.75,$398.88,1,0,1,High,High,High,Medium
417,"$11,030.41",99.52%,0,1.79,90.30%,18,430.88%,4.309%,5.54,1.02%,82.520%,9,4004.107,0.2659,6.95,$184.51,1,0,0,High,High,Medium,Low
319,"$7,941.47",85.85%,5,1.51,79.57%,4,430.91%,4.309%,4.87,9.12%,95.641%,2,3993.201,0.4993,2.33,$176.28,0,0,1,High,Medium,High,High
357,"$13,595.63",88.86%,2,4.15,62.14%,10,431.01%,4.310%,2.80,2.45%,97.880%,4,3975.946,0.3984,2.76,$102.58,1,1,1,High,Low,High,Low
434,"$11,291.72",90.90%,1,4.58,70.61%,20,431.09%,4.311%,8.32,3.19%,82.911%,4,2392.948,0.2957,4.95,$499.66,1,1,1,High,Low,Medium,Medium
790,"$12,177.93",98.84%,5,4.27,60.30%,20,431.30%,4.313%,3.88,6.06%,86.851%,9,3539.734,0.4573,2.00,$282.67,1,1,1,High,Medium,High,High
831,"$7,937.50",99.21%,0,3.16,73.37%,12,431.92%,4.319%,5.79,6.48%,85.219%,9,2620.717,0.2737,5.92,$479.87,1,1,1,High,High,Medium,High
175,"$17,504.75",84.23%,2,4.05,66.01%,21,432.03%,4.320%,3.65,7.28%,88.505%,7,1623.553,0.2233,4.85,$291.94,1,1,1,High,High,Low,High
766,"$14,447.31",86.49%,5,1.11,78.34%,12,432.09%,4.321%,6.88,1.57%,82.276%,8,2353.663,0.4833,8.69,$398.42,1,0,1,High,Low,High,Low
394,"$6,057.38",83.98%,5,4.00,73.70%,5,432.17%,4.322%,2.49,9.79%,86.926%,6,1160.304,0.1843,4.85,$154.52,1,1,1,High,High,Low,High
816,"$5,135.58",96.94%,4,2.25,63.83%,1,432.17%,4.322%,5.16,5.69%,94.366%,9,4664.015,0.2042,8.65,$181.08,1,0,1,High,Low,Low,Medium
815,"$13,748.79",82.25%,3,2.11,92.00%,16,432.25%,4.323%,9.56,7.59%,80.687%,2,1397.244,0.2022,4.48,$170.38,1,0,0,High,High,Low,High
448,"$11,815.18",91.30%,0,1.37,63.36%,13,432.40%,4.324%,9.64,1.71%,98.750%,6,4923.810,0.3617,3.40,$239.20,1,0,1,High,High,Medium,Low
692,"$7,305.37",95.45%,5,1.29,93.74%,12,432.94%,4.329%,7.24,8.40%,91.867%,7,1204.059,0.3857,6.76,$103.82,1,0,0,High,Medium,High,High
340,"$6,015.03",99.67%,4,1.02,95.95%,0,433.05%,4.330%,5.89,2.25%,81.124%,4,3998.995,0.4609,6.38,$362.51,0,0,0,High,Medium,High,Low
810,"$14,643.23",86.31%,4,4.35,67.49%,7,433.06%,4.331%,5.29,8.31%,96.853%,6,1927.550,0.2415,7.34,$377.34,1,1,1,High,Low,Medium,High
255,"$7,880.24",98.11%,5,1.66,80.77%,4,433.17%,4.332%,5.12,1.17%,86.223%,1,2263.886,0.4655,9.09,$116.75,0,0,0,High,High,High,Low
741,"$18,228.92",95.44%,4,2.03,92.59%,18,433.39%,4.334%,9.86,2.42%,91.356%,0,4463.909,0.1546,2.58,$385.90,1,0,0,High,Low,Low,Low
267,"$8,487.59",88.60%,2,1.23,61.40%,5,433.50%,4.335%,3.68,4.99%,80.558%,9,2508.202,0.4778,6.54,$380.57,1,0,1,High,High,High,Medium
174,"$16,592.14",99.10%,1,2.89,99.71%,18,433.58%,4.336%,5.24,8.64%,99.862%,8,4948.805,0.2345,9.88,$485.75,1,0,0,High,Low,Medium,High
558,"$15,682.06",96.21%,1,0.96,90.47%,23,433.67%,4.337%,3.05,5.70%,89.338%,5,4110.187,0.4124,8.52,$196.50,1,0,0,High,Low,High,Medium
860,"$7,196.54",97.34%,5,3.14,64.89%,12,433.79%,4.338%,2.44,3.29%,95.574%,4,1459.381,0.4563,7.99,$484.81,1,1,1,High,Medium,High,Medium
598,"$7,727.26",98.26%,4,0.62,86.58%,17,433.87%,4.339%,4.13,5.65%,94.028%,8,3904.600,0.1425,5.94,$461.40,0,0,0,High,High,Low,Medium
441,"$16,670.69",89.11%,5,4.70,90.18%,5,434.33%,4.343%,3.79,4.03%,88.627%,9,1713.991,0.2424,3.75,$304.18,1,1,0,High,Medium,Medium,Medium
771,"$10,082.35",95.67%,2,1.42,68.16%,23,434.38%,4.344%,2.01,5.77%,95.220%,6,1835.225,0.4522,1.21,$321.15,0,0,1,High,Medium,High,Medium
223,"$13,292.22",89.54%,5,4.05,97.49%,16,434.64%,4.346%,6.92,5.63%,80.265%,4,3461.449,0.3380,7.75,$329.46,1,1,0,High,High,Medium,Medium
771,"$5,417.78",90.67%,3,2.39,78.89%,9,434.73%,4.347%,4.04,2.47%,86.259%,1,1640.209,0.4840,3.44,$444.04,0,0,1,High,Low,High,Low
350,"$16,697.31",88.48%,1,1.84,84.99%,20,434.84%,4.348%,6.46,9.10%,96.740%,1,3477.409,0.4045,6.63,$107.26,1,0,0,High,High,High,High
683,"$14,879.92",90.09%,1,1.99,83.47%,10,434.87%,4.349%,2.48,0.64%,80.086%,2,2426.967,0.3560,8.83,$420.84,0,0,0,High,Low,Medium,Low
218,"$9,205.02",87.34%,5,1.00,71.21%,10,435.00%,4.350%,4.87,0.89%,88.253%,1,1655.396,0.1813,1.01,$307.77,1,0,1,High,Medium,Low,Low
569,"$5,359.19",94.83%,5,2.89,72.89%,17,435.24%,4.352%,4.64,9.71%,81.038%,4,4635.435,0.1669,3.66,$159.74,1,0,1,High,Low,Low,High
829,"$18,996.70",95.96%,3,1.11,80.97%,19,435.27%,4.353%,5.86,8.68%,87.435%,3,2568.882,0.3853,2.63,$303.61,1,0,0,High,Medium,High,High
570,"$13,009.51",93.24%,3,0.69,93.13%,2,435.39%,4.354%,5.89,6.44%,90.326%,5,3969.038,0.4111,5.14,$232.17,0,0,0,High,High,High,High
944,"$11,507.66",80.00%,5,4.94,84.65%,10,435.42%,4.354%,8.10,4.88%,97.171%,8,2866.198,0.4830,3.46,$144.33,1,1,0,High,Medium,High,Medium
383,"$6,202.80",80.93%,5,3.31,87.57%,11,435.45%,4.355%,2.28,5.18%,80.998%,6,4658.329,0.1999,6.18,$193.34,1,1,0,High,High,Low,Medium
141,"$7,779.06",82.42%,3,2.17,93.77%,2,435.65%,4.356%,6.33,3.03%,80.843%,8,4624.761,0.3719,9.29,$211.03,0,0,0,High,Low,High,Medium
951,"$5,186.06",85.34%,5,1.78,64.56%,1,435.76%,4.358%,2.55,9.20%,93.328%,7,2193.177,0.4654,3.11,$132.02,1,0,1,High,Low,High,High
255,"$15,830.99",83.77%,0,3.78,92.18%,14,435.82%,4.358%,4.90,8.59%,82.428%,8,2293.701,0.1762,8.91,$307.44,1,1,0,High,High,Low,High
251,"$8,586.00",82.07%,5,4.70,67.17%,3,435.95%,4.360%,9.91,3.77%,84.724%,0,4281.798,0.2318,9.87,$150.34,1,1,1,High,Low,Medium,Medium
265,"$15,720.78",97.51%,4,1.11,64.42%,13,436.54%,4.365%,4.97,1.90%,81.904%,2,2031.409,0.2873,9.32,$291.99,1,0,1,High,Low,Medium,Low
709,"$7,129.58",81.85%,5,2.43,99.39%,0,436.61%,4.366%,4.17,0.08%,87.145%,6,4124.106,0.3645,5.01,$458.84,0,0,0,High,Low,Medium,Low
921,"$8,309.18",94.02%,4,2.25,71.43%,11,436.84%,4.368%,9.68,9.20%,84.674%,1,3050.029,0.4036,5.13,$347.31,1,0,1,High,High,High,High
747,"$5,865.98",99.38%,4,0.80,61.10%,11,436.95%,4.369%,2.64,2.36%,84.904%,0,3060.321,0.3955,9.87,$233.73,1,0,1,High,High,High,Low
980,"$17,991.43",98.67%,2,3.71,87.81%,23,437.09%,4.371%,6.37,7.94%,81.341%,7,3399.835,0.4125,7.23,$361.04,1,1,0,High,High,High,High
425,"$15,320.68",85.25%,3,3.37,71.96%,6,437.10%,4.371%,2.21,0.25%,90.391%,1,1351.023,0.1276,4.69,$110.23,1,1,1,High,High,Low,Low
397,"$10,667.59",82.19%,1,1.02,71.90%,10,437.94%,4.379%,5.32,7.44%,90.569%,0,4056.493,0.3592,2.19,$200.23,1,0,1,High,Medium,Medium,High
459,"$17,327.46",98.42%,1,3.10,93.29%,4,438.00%,4.380%,6.82,9.89%,86.688%,4,4462.254,0.3415,5.23,$142.29,1,1,0,High,Low,Medium,High
484,"$18,991.29",90.98%,0,4.67,91.40%,23,438.01%,4.380%,4.75,3.09%,84.328%,7,4413.418,0.3378,1.01,$150.73,1,1,0,High,Medium,Medium,Medium
906,"$6,798.37",80.78%,0,2.60,75.15%,20,438.09%,4.381%,2.04,6.39%,98.603%,6,3119.399,0.2044,1.89,$491.15,1,0,1,High,Medium,Low,High
212,"$14,520.07",92.23%,2,2.05,63.99%,17,438.10%,4.381%,6.80,5.70%,97.785%,5,3684.649,0.1378,9.08,$225.80,1,0,1,High,High,Low,Medium
330,"$11,958.97",88.10%,0,3.11,75.16%,6,438.45%,4.384%,9.87,9.68%,82.156%,4,4079.633,0.2622,3.21,$366.11,1,1,1,High,Low,Medium,High
138,"$17,402.88",86.41%,5,1.97,86.42%,5,438.45%,4.385%,6.97,9.45%,96.944%,3,2686.434,0.4005,7.85,$319.40,0,0,0,High,Low,High,High
933,"$9,425.61",82.51%,4,3.05,68.38%,17,438.52%,4.385%,3.22,1.29%,89.001%,0,4418.287,0.4144,3.49,$325.79,1,1,1,High,Low,High,Low
837,"$7,628.33",97.49%,5,1.47,60.70%,20,438.75%,4.387%,8.54,8.47%,82.536%,4,2012.745,0.3594,4.13,$229.57,1,0,1,High,High,Medium,High
679,"$19,021.93",87.95%,5,2.43,71.91%,23,438.96%,4.390%,5.53,4.61%,80.109%,3,3253.252,0.4060,2.83,$301.90,1,0,1,High,High,High,Medium
806,"$13,989.53",86.06%,3,1.71,94.47%,0,438.98%,4.390%,2.11,7.78%,95.613%,2,1735.421,0.3637,1.71,$306.28,1,0,0,High,Medium,Medium,High
902,"$17,132.39",88.21%,0,4.34,64.46%,0,439.09%,4.391%,9.50,7.78%,83.994%,3,2461.419,0.2684,7.28,$371.35,1,1,1,High,High,Medium,High
781,"$19,772.88",99.73%,5,2.63,78.08%,3,439.19%,4.392%,7.04,0.52%,95.447%,3,2362.875,0.2457,5.94,$107.48,0,0,1,High,High,Medium,Low
125,"$15,934.72",84.87%,4,1.13,93.69%,21,439.26%,4.393%,3.93,8.41%,87.096%,4,2533.534,0.4228,9.54,$451.68,1,0,0,High,High,High,High
849,"$13,196.45",82.12%,0,2.31,63.01%,22,439.29%,4.393%,8.10,6.33%,87.198%,7,3375.605,0.2180,8.16,$193.51,1,0,1,High,Low,Low,High
186,"$14,003.77",82.52%,5,2.52,84.45%,6,439.31%,4.393%,5.06,0.57%,96.532%,7,3929.358,0.3787,4.60,$205.20,1,0,0,High,High,High,Low
868,"$9,079.19",91.93%,2,2.48,85.47%,7,439.48%,4.395%,4.20,1.94%,80.638%,1,1639.588,0.2917,6.68,$110.97,1,0,0,High,Low,Medium,Low
327,"$10,314.07",81.41%,2,3.54,70.67%,12,440.03%,4.400%,6.25,6.61%,90.870%,0,4974.181,0.3233,3.84,$268.44,1,1,1,High,High,Medium,High
496,"$9,209.01",91.56%,5,1.98,81.72%,22,440.58%,4.406%,7.45,1.85%,96.349%,2,4959.777,0.3037,2.98,$232.66,1,0,0,High,Low,Medium,Low
256,"$11,588.16",81.27%,5,2.29,89.77%,9,440.70%,4.407%,8.58,5.17%,83.371%,5,3611.181,0.3841,4.11,$349.38,0,0,0,High,Medium,High,Medium
122,"$9,647.10",81.16%,3,0.78,64.01%,7,440.75%,4.408%,3.14,6.62%,86.867%,8,2940.034,0.1880,5.27,$281.17,1,0,1,High,Low,Low,High
198,"$19,717.16",87.12%,3,4.94,67.71%,19,440.76%,4.408%,7.68,2.52%,91.435%,3,2189.701,0.3486,1.48,$482.48,1,1,1,High,Low,Medium,Low
790,"$17,211.89",95.24%,0,3.17,78.80%,19,440.77%,4.408%,6.48,2.33%,97.034%,8,3101.833,0.1942,7.22,$159.37,1,1,1,High,Low,Low,Low
388,"$8,925.59",99.58%,2,2.50,93.53%,10,440.98%,4.410%,7.72,3.26%,98.893%,6,3493.686,0.3146,2.58,$481.30,0,0,0,High,High,Medium,Medium
804,"$7,031.89",83.53%,0,0.87,94.04%,0,441.34%,4.413%,8.88,8.17%,96.254%,0,1571.336,0.4058,8.94,$113.80,1,0,0,High,Low,High,High
402,"$11,126.83",97.26%,4,0.82,97.32%,14,441.36%,4.414%,7.60,9.70%,89.967%,1,3749.955,0.3542,7.58,$216.85,1,0,0,High,High,Medium,High
